metric,simulation_mean,simulation_std,fluid_value,difference,percent_difference
Q,154.76254490480918,3.412552495170365,154.8128880837785,-0.05034317896931384,-0.032518726052103715
B,55147.52168524026,81.24384296142291,55132.59639287037,14.925292369887757,0.02707162975516579
RS,102.75468430258665,4.35124087404358,102.81288808377847,-0.058203781191821236,-0.05661136680101146
RL,8540.917118488771,49.00948440931506,8545.81099196065,-4.893873471879488,-0.05726634343403252
