scenario,replication,seed,total_arrivals,fresh_arrivals,recertification_arrivals,short_redial_arrivals,long_redial_arrivals,service_successes,service_failures,abandon_lost,abandon_short,abandon_long,total_abandonments,mean_Q,mean_waiting,mean_B,mean_RS,mean_RL,utilization,average_wait_including_abandonments_minutes,average_speed_to_answer_minutes,average_time_to_abandonment_minutes,abandonment_fraction,procedural_denial_rate_per_model_day,total_arrival_rate_per_model_day,effective_arrival_rate_per_model_day,returning_call_rate_per_model_day,final_Q,final_waiting,final_in_service,final_B,final_RS,final_RL,min_Q,min_B,min_RS,min_RL,max_in_service,abandonments_per_fresh_arrival,abandonments_per_external_arrival,redial_arrivals_per_fresh_arrival,redial_arrivals_per_external_arrival,total_attempts_per_fresh_arrival,total_attempts_per_external_arrival,repeat_attempt_share,mean_attempts_before_enrollment,median_attempts_before_enrollment,p90_attempts_before_enrollment,p95_attempts_before_enrollment,max_attempts_before_enrollment,num_completed_enrollments_with_attempt_records
sinusoidal_amp_025,10,20260638,60762,29740,3067,7019,20936,18633,18688,9252,7078,7030,23360,80.26502531313851,48.60735011426937,8254.89659850114,48.849746762351195,3935.7888198712003,0.9893023499645995,20.73138051226477,24.65884782878605,14.456679839324238,0.38445080807083376,192.75,1265.875,779.2083333333334,646.2916666666666,131,99,32,14763,72,5428,0,0,0,0,32,0.7854741089441829,0.7120431615204073,0.9399798251513114,0.8521047337458469,2.0431069266980497,1.852104733745847,0.4600737302919588,0.7724467342886278,0.0,2.0,3.0,10,18633
sinusoidal_amp_025,11,20260639,61160,30004,3118,6911,21127,18838,18776,9342,6990,7143,23475,80.56097191310151,48.918772864293906,8393.277323994962,48.06541312219998,3939.1572353455754,0.9888187202752329,20.734143909281993,24.583706486148248,14.565988562477001,0.38382930019620665,194.625,1274.1666666666667,785.1041666666666,649.0833333333334,109,77,32,14870,84,5452,0,0,0,0,32,0.7823956805759232,0.7087434333675503,0.9344754032795627,0.8465068534508786,2.0383948806825756,1.8465068534508786,0.458436886854153,0.7548041193332625,0.0,2.0,3.0,13,18838
sinusoidal_amp_025,12,20260640,60700,29698,3085,6812,21105,18770,18791,9223,6870,6960,23053,79.92769903343277,48.27945219268306,8245.146521425208,46.857355502961035,3952.29041245895,0.9890077137734311,20.611961358671202,24.492392836536403,14.289448595035456,0.3797858319604613,192.14583333333334,1264.5833333333333,784.3125,645.875,128,96,32,14789,72,5353,0,0,0,0,32,0.7762475587581655,0.7031998291797578,0.9400296316250253,0.8515694109752006,2.04390868071924,1.8515694109752006,0.4599176276771005,0.7727224294086308,0.0,2.0,3.0,10,18770
sinusoidal_amp_025,13,20260641,60359,29715,3102,6793,20749,18624,18656,9182,6865,6961,23008,79.60024655361076,47.95017459472873,8319.63634744927,47.29044804336584,3895.9501342527205,0.989064748715045,20.59362911078004,24.361780351408996,14.488071120053018,0.3811859043390381,191.29166666666666,1257.4791666666667,778.1458333333334,638.4166666666666,113,81,32,14682,77,5481,0,0,0,0,32,0.7742890795894329,0.7011000396136149,0.926871950193505,0.8392601395618124,2.0312636715463572,1.8392601395618124,0.45630311966732384,0.7530068728522337,0.0,2.0,3.0,10,18624
sinusoidal_amp_025,14,20260642,60682,30061,3093,6829,20699,19066,18567,9306,6888,6792,22986,79.63411766986077,47.96269723304405,8452.464951810121,48.00437720127355,3886.4386169383283,0.9897318886505285,20.492751079395653,24.366715825917225,14.150241930094065,0.3787943706535711,193.875,1264.2083333333333,785.3333333333334,637.9375,96,64,32,15087,83,5360,0,0,0,0,32,0.7646452213831875,0.693310007842191,0.9157379994012175,0.8303070519394341,2.0186287881308007,1.8303070519394342,0.4536435845885106,0.7510752124200147,0.0,2.0,3.0,11,19066
sinusoidal_amp_025,15,20260643,60056,29476,3113,6649,20818,18802,18674,8983,6727,6784,22494,78.54226193994644,46.88510065610302,8372.077385248382,45.480348470802745,3892.817458387419,0.9892862901200866,20.235642299453964,23.80397984671056,14.290633945182236,0.37455041960836555,187.14583333333334,1251.1666666666667,782.5416666666666,637.0833333333334,127,95,32,14896,88,5303,0,0,0,0,32,0.7631293255529923,0.6902329006720059,0.9318428552042339,0.842830402896683,2.0374542000271405,1.8428304028966829,0.4573564672971893,0.7618338474630358,0.0,2.0,3.0,9,18802
sinusoidal_amp_025,16,20260644,59917,29500,2984,6730,20703,18642,18533,8955,6800,6908,22663,78.2970191582014,46.719546741150936,8267.75965171765,46.8163745398831,3916.579889674658,0.9867960130328246,20.217437173778276,23.90296979967905,14.17191472009336,0.3782398985262947,186.5625,1248.2708333333333,776.125,633.6875,111,79,32,14819,71,5372,0,0,0,0,32,0.7682372881355932,0.697666543529122,0.9299322033898305,0.8445080655091738,2.031084745762712,1.8445080655091737,0.45785002586911894,0.7504559596609806,0.0,2.0,3.0,10,18642
sinusoidal_amp_025,17,20260645,60356,29493,3154,6791,20918,18646,18538,9275,6887,6944,23106,80.08635540548998,48.53327089473546,8247.147923877686,47.07395174312986,3892.6609756189887,0.9860338909610641,20.846023072460717,24.77211331778396,14.527848586089231,0.38282855059977466,193.22916666666666,1257.4166666666667,776.0416666666666,642.9791666666666,102,70,32,14771,102,5250,0,0,0,0,32,0.7834401383379107,0.7077526265813091,0.9395110704234904,0.8487456734156278,2.0464517004034857,1.8487456734156278,0.45909271654847905,0.7553898959562373,0.0,2.0,3.0,9,18646
sinusoidal_amp_025,18,20260646,60498,29643,3034,6927,20894,18479,18826,9156,7023,6880,23059,79.76545266436626,48.18093601797154,8253.4077069093,47.735390068660706,3892.567000882747,0.9870161451998579,20.637777315017246,24.34708158517378,14.636840769712183,0.3811530959701147,190.75,1260.375,779.9791666666666,642.8125,168,136,32,14642,103,5440,0,0,0,0,32,0.7778902270350504,0.7056645346880068,0.9385352359747664,0.8513939468127429,2.0408865499443376,1.851393946812743,0.4598664418658468,0.767357540992478,0.0,2.0,3.0,10,18479
sinusoidal_amp_025,19,20260647,60718,29709,3060,7024,20925,18607,18579,9390,7094,6986,23470,80.92877760217584,49.292251875982295,8296.89581927237,48.324340596410515,3884.194308907638,0.9886414289435458,21.04567929633723,25.099801051348713,14.622305986500969,0.3865410586646464,195.625,1264.9583333333333,776.0,646.0208333333334,119,87,32,14719,82,5320,0,0,0,0,32,0.7899962974182908,0.716225701119961,0.9407586926520582,0.8529097622753212,2.043757783836548,1.8529097622753212,0.4603083105504134,0.7701402697909389,0.0,2.0,3.0,10,18607
sinusoidal_amp_025,20,20260648,61408,30005,3192,6908,21303,18756,18771,9528,6994,7265,23787,81.35815111546474,49.68226064799706,8257.56734298818,48.309289707154505,4001.410507619741,0.9898715771083385,20.975341150963875,24.948373237588143,14.707380705563072,0.3873599531005732,198.5,1279.3333333333333,783.7708333333334,654.2291666666666,127,95,32,14656,89,5430,0,0,0,0,32,0.7927678720213298,0.7165406512636684,0.9402099650058323,0.8498057053348194,2.0465922346275622,1.8498057053348194,0.45940268368942155,0.7536255065045852,0.0,2.0,3.0,9,18756
sinusoidal_amp_025,21,20260649,60013,29474,3024,6805,20710,18698,18570,9133,6874,6666,22673,78.94289020977,47.2876198350736,8339.404727653095,47.07913903586279,3867.4842366951925,0.989227199209202,20.42960675578165,24.10116891607891,14.394596894274194,0.3778014763467915,190.27083333333334,1250.2708333333333,777.9166666666666,636.2291666666666,125,93,32,14843,76,5207,0,0,0,0,32,0.769254257990093,0.6976737029971075,0.9335346407002783,0.8466674872299834,2.036133541426342,1.8466674872299833,0.45848399513438753,0.7672478339929404,0.0,2.0,3.0,11,18698
sinusoidal_amp_025,22,20260650,60914,29597,3180,6979,21158,18700,18842,9195,7060,7027,23282,79.78717834300322,48.1671284583574,8257.383055954522,48.01908865377745,3947.058038510598,0.9881265588951803,20.493318708121585,24.287875874536198,14.374631948326993,0.38221098598023445,191.5625,1269.0416666666667,784.0,652.4375,129,97,32,14703,90,5415,0,0,0,0,32,0.7866337804507214,0.7103151600207462,0.9506706760820354,0.8584373188516338,2.058113998040342,1.8584373188516337,0.46191351741799913,0.7694652406417112,0.0,2.0,3.0,11,18700
sinusoidal_amp_025,23,20260651,60863,29736,3174,6903,21050,18841,18715,9252,6975,7033,23260,80.04143275584251,48.507927467082645,8364.190356081772,47.80259595035712,3930.052206204688,0.985422040273748,20.661386631364344,24.463913066022403,14.521761404364419,0.3821697911703334,192.75,1267.9791666666667,783.3958333333334,648.4791666666666,99,67,32,14860,86,5366,0,0,0,0,32,0.7822168415388754,0.7067760559100578,0.9400390099542641,0.8493770890306898,2.0467783158461126,1.8493770890306898,0.4592773934902979,0.7557985244944536,0.0,2.0,3.0,9,18841
sinusoidal_amp_025,24,20260652,59916,29702,3038,6453,20723,18895,18721,8958,6535,6734,22227,78.30570478941253,46.677099415834924,8345.174285785273,45.43640999644046,3902.952485049915,0.9883939179243124,20.191578699358306,23.74340034756224,14.18063151265568,0.3709693570999399,186.625,1248.25,785.1875,629.4583333333334,130,98,32,14963,92,5389,0,0,0,0,32,0.7483334455592217,0.6788943188759927,0.9149552218705811,0.8300549786194258,2.0172378964379503,1.8300549786194258,0.45356832899392485,0.7480815030431331,0.0,2.0,3.0,9,18895
sinusoidal_amp_025,25,20260653,61062,30070,3050,6913,21029,18688,18790,9561,6969,6976,23506,80.85793311865221,49.17613193128978,8308.547577547706,46.47283625457958,3942.7365717741905,0.9900562871051154,20.867868960031803,24.84222655797866,14.531147524830065,0.38495299859159543,199.1875,1272.125,782.4166666666666,645.6666666666666,129,97,32,14838,66,5394,0,0,0,0,32,0.7817093448619887,0.7097222222222223,0.9292317924842035,0.8436594202898551,2.03066178915863,1.843659420289855,0.45760047165176376,0.7634310787671232,0.0,2.0,3.0,10,18688
sinusoidal_amp_025,26,20260654,60349,29647,3082,6700,20920,18782,18738,9117,6780,6834,22731,78.9237333170956,47.3454927200429,8342.801671937723,46.8608553907975,3894.9869252110107,0.986820018657871,20.334147854024128,23.917821063879746,14.41890352540758,0.37665909957082966,189.9375,1257.2708333333333,783.7083333333334,639.625,134,102,32,14839,89,5358,0,0,0,0,32,0.7667217593685701,0.6945216780225488,0.9316288325968901,0.8438999052827767,2.035585388066246,1.8438999052827767,0.45767121244759645,0.7580662336279417,0.0,2.0,3.0,10,18782
sinusoidal_amp_025,27,20260655,60924,29820,3031,6971,21102,18587,18665,9335,7033,7196,23564,80.53501369339361,48.89574887552303,8276.071296805972,47.69956219912905,3940.1267839205266,0.9887270255584748,20.797460691087252,24.81097494897248,14.452551798932248,0.38677696802573697,194.47916666666666,1269.25,778.3333333333334,648.0,146,114,32,14694,71,5403,0,0,0,0,32,0.7902079141515761,0.7172993211774376,0.9414151576123407,0.8545554168822866,2.0430583501006034,1.8545554168822866,0.4607872102947935,0.7610157637058159,0.0,2.0,3.0,10,18587
sinusoidal_amp_025,28,20260656,60347,29643,3122,6887,20695,18792,18617,9064,6961,6815,22840,79.18574172392249,47.585844561415804,8296.458997447531,47.11803886486778,3927.1232925333284,0.9874967863283662,20.447133780438538,24.109137764789494,14.449079093285764,0.37847780337050724,188.83333333333334,1257.2291666666667,781.3958333333334,639.6666666666666,129,97,32,14808,79,5399,0,0,0,0,32,0.770502310832237,0.6970853044407141,0.930472624228317,0.8418129101175035,2.0357925985898864,1.8418129101175034,0.4570566888163455,0.7519689229459344,0.0,2.0,3.0,10,18792
sinusoidal_amp_025,29,20260657,60356,29585,3110,6888,20773,18560,18620,9308,6951,6835,23094,79.7037515754103,48.1176176962879,8285.443728536047,47.74175106690668,3905.4548042859356,0.9870666837225879,20.667574797061107,24.53958807898412,14.433858081814826,0.38262973026708197,193.91666666666666,1257.4166666666667,776.2916666666666,641.0625,115,83,32,14625,65,5358,0,0,0,0,32,0.7805982761534561,0.7063465361676097,0.9349670441101909,0.8460315032879645,2.040087882372824,1.8460315032879646,0.45829743521770827,0.7626077586206896,0.0,2.0,3.0,10,18560
sinusoidal_amp_025,30,20260658,60918,29808,3091,7031,20988,18757,18643,9287,7102,7067,23456,80.49127772078431,48.83902543984072,8306.146169215559,48.85153433661868,3935.2166909965435,0.9891328837795074,20.785695741588334,24.77996361029766,14.416936435239043,0.3850421878590893,193.47916666666666,1269.125,780.4583333333334,648.125,95,63,32,14902,76,5374,0,0,0,0,32,0.7869028448738594,0.7129699990881182,0.9399825550187869,0.8516672239277789,2.043679549114332,1.851667223927779,0.45994615712925574,0.7722983419523378,0.0,2.0,3.0,9,18757
sinusoidal_amp_025,31,20260659,60138,29566,3124,6641,20807,18688,18842,9146,6702,6678,22526,79.11458145101571,47.58372550225959,8383.140612865342,46.53296312566829,3886.104749692519,0.9853392483986149,20.511682749133836,24.25125003815808,14.281284082833572,0.3745718181515847,190.54166666666666,1252.875,783.5833333333334,636.9166666666666,118,86,32,14838,68,5366,0,0,0,0,32,0.7618886558885206,0.6890792291220557,0.9283636609619157,0.8396451514224533,2.0340255699113845,1.8396451514224534,0.45641690777877547,0.7467893835616438,0.0,2.0,3.0,9,18688
sinusoidal_amp_025,32,20260660,60170,29491,3146,6730,20803,18672,18834,8976,6813,6799,22588,78.59871182357347,47.08583991476079,8283.859353707665,47.096597612307924,3909.935271719849,0.9847772471504186,20.28820923015566,23.88554650174062,14.314890253471708,0.375403024763171,187.0,1253.5416666666667,782.9583333333334,639.1458333333334,107,75,32,14704,88,5448,0,0,0,0,32,0.7659285883828965,0.6920979256671875,0.9336068631107796,0.843613077182339,2.040283476314808,1.8436130771823391,0.45758683729433275,0.7532133676092545,0.0,2.0,3.0,9,18672
sinusoidal_amp_025,33,20260661,60741,29686,3085,6951,21019,18726,18764,9217,7014,6966,23197,80.39131232256356,48.712206977525135,8270.731931953664,48.6539548097954,3920.5679522729683,0.9899720420324131,20.788756499656483,24.732421130194716,14.415174269244002,0.3819001992064668,192.02083333333334,1265.4375,782.1666666666666,646.9791666666666,97,65,32,14816,70,5321,0,0,0,0,32,0.7814121134541535,0.7078514540294772,0.9421949740618474,0.853498520032956,2.046116014282827,1.853498520032956,0.46047974185476037,0.7698387269037702,0.0,2.0,3.0,10,18726
sinusoidal_amp_025,34,20260662,60463,29713,3098,6805,20847,18642,18714,9282,6870,6894,23046,79.14166572094659,47.53576984787802,8258.806591270853,47.352204744289956,3944.10087930441,0.9876842460333491,20.377830812290064,24.132485422286518,14.291790822225511,0.3811587251707656,193.375,1259.6458333333333,779.5208333333334,640.625,123,91,32,14746,73,5434,0,0,0,0,32,0.775620098946589,0.7023863948066197,0.9306364217682496,0.8427661454999847,2.034900548581429,1.8427661454999849,0.4573375452756231,0.7498122519043021,0.0,2.0,3.0,10,18642
sinusoidal_amp_025,35,20260663,60782,29605,3127,6913,21137,18685,18753,9283,6986,7016,23285,80.47737693545474,48.79753284917325,8350.014890222288,47.71835740621418,3920.447212594556,0.989995127696296,20.81161371099137,24.826627494205468,14.356209544533598,0.3830903886018887,193.39583333333334,1266.2916666666667,781.1875,649.5208333333334,116,84,32,14804,84,5287,0,0,0,0,32,0.7865225468670832,0.7113833557375046,0.9474750886674548,0.8569595502871807,2.0530991386590105,1.8569595502871807,0.46148530815043926,0.7706181428953707,0.0,2.0,3.0,10,18685
sinusoidal_amp_025,36,20260664,60010,29611,3153,6612,20634,18705,18662,9132,6688,6720,22540,78.57762500431154,46.99129316782048,8349.376794185288,46.32418657082712,3881.460303784456,0.9870728698903419,20.297208303541453,23.87326924516021,14.368467339595068,0.3756040659890018,190.25,1250.2083333333333,780.625,633.3125,133,101,32,14617,82,5423,0,0,0,0,32,0.7612036067677552,0.687950189232084,0.9201310323866131,0.8315834452447809,2.0266117321265744,1.8315834452447808,0.4540243292784536,0.733974873028602,0.0,2.0,3.0,9,18705
sinusoidal_amp_025,37,20260665,59896,29488,3118,6548,20742,18985,18660,8895,6619,6646,22160,77.54133066720088,45.94478784624479,8392.589377662058,45.603997285909195,3871.8640749651786,0.9873919631548874,19.882261974204834,23.4229637320275,13.867383017831443,0.3699746226793108,185.3125,1247.8333333333333,786.1666666666666,633.5,127,95,32,15046,75,5202,0,0,0,0,32,0.7514921323928377,0.6796295160399927,0.9254612045577862,0.8369625222351714,2.031199131850244,1.8369625222351715,0.4556230800053426,0.7483803002370293,0.0,2.0,3.0,12,18985
sinusoidal_amp_025,38,20260666,60154,29691,3106,6660,20697,18677,18626,9243,6749,6792,22784,78.98599640357347,47.33171151565583,8289.46510806274,46.681402150392046,3887.2543900367327,0.9891964027474153,20.398925384535346,24.101344898655626,14.337155935130992,0.37876117963892675,192.5625,1253.2083333333333,778.5416666666666,634.6458333333334,112,80,32,14747,97,5402,0,0,0,0,32,0.7673705836785558,0.6946976857639419,0.9213903202990805,0.8341311705338903,2.0260011451281534,1.8341311705338903,0.4547827243408585,0.7481394228195106,0.0,2.0,3.0,9,18677
sinusoidal_amp_025,39,20260667,60537,29649,3066,6852,20970,18570,18920,9171,6934,6862,22967,79.28754992729402,47.722854942353415,8246.97948003969,48.51891632924991,3948.4388226412107,0.9863967182794133,20.437008253591745,24.108730292900894,14.443501950909639,0.37938781241224373,191.0625,1261.1875,782.7083333333334,643.5,118,86,32,14650,94,5471,0,0,0,0,32,0.7746298357448818,0.7020327067094605,0.9383790347060609,0.8504355800091701,2.0417889304866943,1.85043558000917,0.45958669904356014,0.7525040387722133,0.0,2.0,3.0,10,18570
sinusoidal_amp_025,40,20260668,61645,30095,3059,7231,21260,18553,18741,9783,7310,7203,24296,82.27511347875362,50.69128931184557,8223.727480853158,49.82609502037473,3932.2464154813442,0.9869945052158463,21.321633943995867,25.562287674988195,14.812293301765553,0.394127666477411,203.8125,1284.2708333333333,778.1041666666666,657.2916666666666,92,60,32,14675,85,5350,0,0,0,0,32,0.807310184416016,0.7328225855100441,0.9467021099850473,0.8593533208662605,2.048346901478651,1.8593533208662605,0.4621786032930489,0.7651053737939956,0.0,2.0,3.0,10,18553
sinusoidal_amp_025,41,20260669,60873,29842,3082,7016,20933,18741,18605,9245,7094,7105,23444,80.18388218175139,48.52269714440425,8311.243074070819,47.98335069913197,3936.618014552067,0.989412032417088,20.66711837430101,24.57172626032934,14.447126644578516,0.3851296962528543,192.60416666666666,1268.1875,779.7708333333334,646.4791666666666,115,83,32,14843,85,5450,0,0,0,0,32,0.7856041820253334,0.7120641477341757,0.9365659138127471,0.8488944235208359,2.0398431740499965,1.8488944235208358,0.45913623445534146,0.7604716930793447,0.0,2.0,3.0,11,18741
sinusoidal_amp_025,42,20260670,61357,30098,3074,7149,21036,18809,18508,9626,7227,7118,23971,81.29548421566703,49.67621022323413,8346.272934741108,50.054331119663765,3920.4627845549403,0.988102312263499,20.98000384975147,24.999462925221824,14.722686494642081,0.3906807699203025,200.54166666666666,1278.2708333333333,778.875,651.2291666666666,119,87,32,14868,88,5288,0,0,0,0,32,0.7964316565884776,0.7226275171831665,0.9364409595321949,0.8496623658507175,2.038573991627351,1.8496623658507174,0.4593607901298955,0.7594236801531182,0.0,2.0,3.0,10,18809
sinusoidal_amp_025,43,20260671,60216,29706,3091,6536,20883,18905,18832,9046,6639,6695,22380,78.45551267711741,46.86478119220906,8381.972012017626,45.73259006394694,3897.1540543665233,0.9872103589033726,20.179172529070367,23.839106168269506,14.006673186892874,0.3716620167397369,188.45833333333334,1254.5,788.25,635.625,124,92,32,15022,106,5289,0,0,0,0,32,0.7533831549181983,0.682379485928591,0.9230121860903521,0.8360215873403055,2.027065239345587,1.8360215873403054,0.45534409459279923,0.7541920126950542,0.0,2.0,3.0,12,18905
sinusoidal_amp_025,44,20260672,60123,29705,3087,6644,20687,18962,18734,8893,6709,6768,22370,78.22874417110903,46.619826081433,8492.960304360791,46.27746770074782,3880.1007902989754,0.9877786903023483,20.09934447838155,23.609372174420802,14.184547695641465,0.3720705886266487,185.27083333333334,1252.5625,786.5208333333334,633.7083333333334,107,75,32,15024,82,5456,0,0,0,0,32,0.7530718734219828,0.6821785801414979,0.9200807944790439,0.8334654793852159,2.0240026931493014,1.8334654793852159,0.4545847678924871,0.7310937664803291,0.0,2.0,3.0,11,18962
sinusoidal_amp_025,45,20260673,60313,29654,3188,6578,20893,18942,18945,8945,6645,6771,22361,78.60622442521493,46.958235430441704,8366.743379455856,45.632994061647686,3947.6984627559364,0.988999656086714,20.184912041710977,23.645671947492083,14.321229265881247,0.37074925803723907,186.35416666666666,1256.5208333333333,790.6666666666666,638.7291666666666,115,83,32,14853,82,5495,0,0,0,0,32,0.7540635327443178,0.6808659643139882,0.9263842989141431,0.8364594117288837,2.0338908747555138,1.8364594117288837,0.4554739442574569,0.742107486009925,0.0,2.0,3.0,9,18942
sinusoidal_amp_025,46,20260674,60978,29917,3085,6927,21049,18697,18712,9390,6994,7114,23498,80.57517979697782,48.87750890413591,8315.802251753476,48.89765664572521,3971.947237892335,0.990552215401317,20.780050608260538,24.61077076164415,14.681514127797186,0.38535209419790745,195.625,1270.375,780.8333333333334,647.1041666666666,114,82,32,14816,80,5463,0,0,0,0,32,0.7854397165491193,0.7120174534876674,0.9351205000501387,0.8477061996242652,2.038239128254838,1.8477061996242652,0.45878841549411264,0.7618869337326843,0.0,2.0,3.0,11,18697
