scenario,replication,seed,total_arrivals,fresh_arrivals,recertification_arrivals,short_redial_arrivals,long_redial_arrivals,service_successes,service_failures,abandon_lost,abandon_short,abandon_long,total_abandonments,mean_Q,mean_waiting,mean_B,mean_RS,mean_RL,utilization,average_wait_including_abandonments_minutes,average_speed_to_answer_minutes,average_time_to_abandonment_minutes,abandonment_fraction,procedural_denial_rate_per_model_day,total_arrival_rate_per_model_day,effective_arrival_rate_per_model_day,returning_call_rate_per_model_day,final_Q,final_waiting,final_in_service,final_B,final_RS,final_RL,min_Q,min_B,min_RS,min_RL,max_in_service,abandonments_per_fresh_arrival,abandonments_per_external_arrival,redial_arrivals_per_fresh_arrival,redial_arrivals_per_external_arrival,total_attempts_per_fresh_arrival,total_attempts_per_external_arrival,repeat_attempt_share,mean_attempts_before_enrollment,median_attempts_before_enrollment,p90_attempts_before_enrollment,p95_attempts_before_enrollment,max_attempts_before_enrollment,num_completed_enrollments_with_attempt_records
sinusoidal_amp_025,47,20260675,61150,30066,3079,6916,21089,18959,18640,9357,6997,7131,23485,80.59834069307755,48.859331323903234,8396.824932460137,48.56563859808014,3955.538274843797,0.9918440427866587,20.712093691115523,24.741741940557716,14.260710061957457,0.3840556009811938,194.9375,1273.9583333333333,784.6875,647.5833333333334,113,81,32,15011,89,5374,0,0,0,0,32,0.7811148805960221,0.7085533262935586,0.9314508082219118,0.8449238195806306,2.0338588438768044,1.8449238195806306,0.4579721995094031,0.7569492061817606,0.0,2.0,3.0,10,18959
sinusoidal_amp_025,48,20260676,60444,29697,2979,6841,20927,18564,18757,9254,6902,6901,23057,80.12575689119909,48.54607499431963,8227.849521364924,47.87741514755148,3948.8227968136894,0.9868650592775179,20.824315157154807,24.73000938783852,14.502399279835679,0.38146052544504006,192.79166666666666,1259.25,778.8958333333334,640.5625,105,73,32,14731,71,5433,0,0,0,0,32,0.7764083914200087,0.7056249234912474,0.9350439438327104,0.8497980168931326,2.0353571067784624,1.8497980168931325,0.4594004367679174,0.7575414781297134,0.0,2.0,3.0,11,18564
sinusoidal_amp_025,49,20260677,60514,29757,3048,6808,20901,18674,18857,9269,6875,6781,22925,79.7642349681042,48.11425828324382,8154.120661463864,46.555724145517416,3950.0616149029847,0.9890617714019089,20.612247901107487,24.39369908207128,14.421554584956901,0.37883795485342237,193.10416666666666,1260.7083333333333,783.1041666666666,640.7708333333334,106,74,32,14780,76,5382,0,0,0,0,32,0.7704069630675136,0.6988263984148758,0.9311758577813624,0.8446578265508307,2.033605538192694,1.8446578265508307,0.45789404104835246,0.7573631787512048,0.0,2.0,3.0,10,18674
sinusoidal_amp_025,50,20260678,60243,29665,3233,6600,20745,18989,18585,9091,6684,6824,22599,78.26417886001838,46.6605719065624,8395.901741691194,45.459720737025116,3883.386492274684,0.9876127172954666,20.075819992681346,23.469956248496107,14.432593492571435,0.3751307205816443,189.39583333333334,1255.0625,784.25,637.0416666666666,120,88,32,14920,93,5322,0,0,0,0,32,0.7618068430810719,0.6869414554076235,0.9217933591774818,0.8312055444099945,2.0307770099443787,1.8312055444099946,0.4539116577859668,0.7345831797356365,0.0,2.0,3.0,9,18989
sinusoidal_amp_025,51,20260679,60279,29713,3093,6732,20741,18816,18715,9097,6804,6752,22653,79.00109746003446,47.40028602511948,8314.434239441329,47.2786708570317,3917.4934943780754,0.9875253573411111,20.386893276543713,24.05710559625616,14.306164959273246,0.3758025182899517,189.52083333333334,1255.8125,783.875,636.7916666666666,131,99,32,14843,82,5354,0,0,0,0,32,0.7623935651061825,0.6905139303785893,0.9246121226399219,0.8374382734865573,2.028707972941137,1.8374382734865573,0.4557640305910848,0.7534013605442177,0.0,2.0,3.0,10,18816
sinusoidal_amp_025,52,20260680,60884,29746,3089,6856,21193,18768,18907,9168,6933,7035,23136,80.29422706660118,48.678095057009564,8282.181877526657,47.63464980410587,3969.190097954274,0.9880041252997437,20.72011524230938,24.583907093824713,14.428260210936626,0.3800013139741147,191.0,1268.4166666666667,786.4166666666666,648.7083333333334,114,82,32,14816,83,5407,0,0,0,0,32,0.7777852484367646,0.7046139789858383,0.9429503126470786,0.8542409014770824,2.0467962078934985,1.8542409014770824,0.4606957492937389,0.7705669224211423,0.0,2.0,3.0,11,18768
sinusoidal_amp_025,53,20260681,60435,29769,3110,6784,20772,18768,18644,9148,6851,6954,22953,79.88532185586207,48.154779076957006,8374.268842219919,46.58995506121315,3951.1092941766615,0.991579461840827,20.657713134189635,24.503233030354195,14.3897485824836,0.3797964755522462,190.58333333333334,1259.0625,780.875,638.875,107,75,32,14796,72,5523,0,0,0,0,32,0.7710369847828278,0.6981051735150096,0.9256609224360912,0.8381033486419903,2.03013201652726,1.8381033486419904,0.4559609497807562,0.7437659846547314,0.0,2.0,3.0,10,18768
sinusoidal_amp_025,54,20260682,61655,30027,3170,7231,21227,18752,18691,9579,7304,7235,24118,81.62237224954974,49.9312614464547,8401.914451652467,51.25103756093926,3933.7433256537556,0.9903472125967699,20.99342936204222,24.960612479279753,14.834409648188476,0.3911767091071284,199.5625,1284.4791666666667,782.0208333333334,658.9166666666666,132,100,32,14742,81,5367,0,0,0,0,32,0.8032104439337929,0.7265114317558815,0.9477470276750924,0.8572461366990993,2.0533186798547973,1.8572461366990993,0.4615684048333468,0.7621587030716723,0.0,2.0,3.0,10,18752
sinusoidal_amp_025,55,20260683,60709,29693,3069,7028,20919,18800,18735,9189,7112,6796,23097,79.93138716411147,48.26310326041473,8394.037895518159,49.04582885053846,3873.5160022404266,0.989633871990522,20.60621894067868,24.350578603762084,14.521249466122,0.3804542983742114,191.4375,1264.7708333333333,783.5833333333334,646.1666666666666,114,82,32,14927,91,5292,0,0,0,0,32,0.7778601017074731,0.7049935901349124,0.941198262216684,0.853030950491423,2.0445559559492135,1.853030950491423,0.46034360638455585,0.7608510638297873,0.0,2.0,3.0,12,18800
sinusoidal_amp_025,56,20260684,60410,29699,3106,6883,20722,18888,18640,9110,6958,6713,22781,79.00514590305995,47.38625794756019,8383.58929178037,46.7091641342382,3861.990270722677,0.9880902486093506,20.327579310625598,23.913740910053086,14.419960132217495,0.37710643933123655,189.79166666666666,1258.5416666666667,783.9375,639.8125,140,108,32,14897,85,5298,0,0,0,0,32,0.7670628640694973,0.6944368236549306,0.9294925755075929,0.8414875781130925,2.0340752213879254,1.8414875781130926,0.45696076808475417,0.7593710292249047,0.0,2.0,3.0,11,18888
sinusoidal_amp_025,57,20260685,61651,30184,3191,7113,21163,18866,18685,9617,7208,7182,24007,82.29636982177067,50.60410950084481,8379.730665539422,49.121091282188125,3958.2252627280827,0.990383135028921,21.27855283239055,25.388576086613753,14.849782756190441,0.3894016317659081,200.35416666666666,1284.3958333333333,784.25,655.5625,152,120,32,14845,102,5359,0,0,0,0,32,0.7953551550490326,0.719310861423221,0.9367877020938246,0.8472209737827715,2.0425059634243308,1.8472209737827716,0.45864625066908893,0.7618997137708047,0.0,2.0,3.0,10,18866
sinusoidal_amp_025,58,20260686,61322,29935,3160,7155,21072,18712,18731,9418,7222,7157,23797,80.76488464290087,49.10275178279755,8248.888785820964,48.76343349376446,3924.543515113444,0.989441651878222,20.75117168726475,24.795698039436814,14.387377923160944,0.3880662731156844,196.20833333333334,1277.5416666666667,781.7708333333334,653.8958333333334,136,104,32,14649,77,5461,0,0,0,0,32,0.7949557374311007,0.7190512161957999,0.9429430432603976,0.8529082943042756,2.0485050943711376,1.8529082943042756,0.46030788297837644,0.776507054296708,0.0,2.0,3.0,10,18712
sinusoidal_amp_025,59,20260687,60878,29909,3007,6946,21016,18854,18578,9261,7016,7076,23353,79.9882012443598,48.42291136940625,8305.534960661013,47.85731971291802,3961.267730036416,0.9864153085922954,20.615253280855956,24.434411580584555,14.493610088313627,0.3836032721180065,192.9375,1268.2916666666667,781.7708333333334,645.1875,131,99,32,14977,75,5310,0,0,0,0,32,0.7808017653549099,0.7094725969133552,0.934902537697683,0.8494956859885769,2.0354408372061923,1.849495685988577,0.45931206675646374,0.7538453378593402,0.0,2.0,3.0,11,18854
sinusoidal_amp_025,60,20260688,60411,29639,3043,6809,20920,18626,18633,9207,6894,6964,23065,79.39024315077648,47.81627853631344,8316.466934598666,48.11892490290192,3965.2681339424144,0.9866863942019649,20.52137703900592,24.37055970552643,14.302773366664546,0.38180132757279306,191.8125,1258.5625,778.0416666666666,641.0833333333334,115,83,32,14795,98,5345,0,0,0,0,32,0.7781976449947704,0.7057401627807356,0.9355578798205068,0.8484486873508353,2.0382266608185162,1.8484486873508352,0.4590058102001291,0.7698915494470095,0.0,2.0,3.0,10,18626
sinusoidal_amp_025,61,20260689,60329,29674,3102,6653,20900,18809,18811,9136,6724,6795,22655,78.95589536381421,47.31180836613313,8336.387561239264,47.305407314082316,3965.721717088943,0.9888777186775238,20.33053861718308,24.016238465057775,14.210210730312802,0.37552420892108274,190.33333333333334,1256.8541666666667,784.875,638.6458333333334,103,71,32,14861,81,5345,0,0,0,0,32,0.7634629642110939,0.6912069807175982,0.928523286378648,0.84064559433732,2.0330592437824357,1.84064559433732,0.45671236055628306,0.7542134084746663,0.0,2.0,3.0,10,18809
sinusoidal_amp_025,62,20260690,60688,29699,3177,7032,20780,18575,18424,9418,7114,7075,23607,80.78930335621459,49.232402644536364,8290.181642348745,48.4216047711352,3851.082073532974,0.986153147239924,21.025484514964404,25.0377879197032,14.73704406628686,0.38898958607962036,196.20833333333334,1264.3333333333333,772.5208333333334,645.6041666666666,122,90,32,14579,92,5381,0,0,0,0,32,0.7948752483248595,0.7180618080058401,0.936462507155123,0.8459666626110233,2.0434358059193913,1.8459666626110232,0.45827840759293437,0.7507940780619111,0.0,2.0,3.0,11,18575
sinusoidal_amp_025,63,20260691,60927,29775,3089,7025,21038,18492,18548,9501,7097,7218,23816,81.10031222517905,49.48156205399106,8209.62696646248,48.60011316799231,3947.7797020285993,0.9880859428496366,21.056168621170784,25.075359022278306,14.805294735672685,0.39089402071331264,197.9375,1269.3125,773.1458333333334,649.0,103,71,32,14621,84,5387,0,0,0,0,32,0.7998656591099916,0.7246835443037974,0.9425020990764064,0.8539130963972736,2.0462468513853906,1.8539130963972736,0.46060039063141134,0.7564352152282068,0.0,2.0,3.0,10,18492
sinusoidal_amp_025,64,20260692,60764,29955,3122,6957,20730,18906,18384,9327,7017,7051,23395,80.17948311502913,48.55633387713951,8458.73572718908,47.23437974752914,3897.3589763594896,0.9882234136840427,20.716903865236166,24.45048584861659,14.765355546954206,0.3850141531169772,194.3125,1265.9166666666667,778.5208333333334,641.8541666666666,108,76,32,14929,65,5360,0,0,0,0,32,0.7810048405942247,0.7072890528161563,0.9242864296444667,0.8370468905886266,2.028509430812886,1.8370468905886266,0.4556480811006517,0.7467470644239924,0.0,2.0,3.0,11,18906
sinusoidal_amp_025,65,20260693,60833,29786,3208,7001,20838,18698,18536,9498,7081,6956,23535,80.9733297817785,49.307390850104866,8272.98885076213,47.9370213139037,3879.7879618274164,0.9895605916148136,21.00509668516045,25.083476280206842,14.552817703135483,0.38687883221277924,197.875,1267.3541666666667,777.0416666666666,646.8125,108,76,32,14645,84,5332,0,0,0,0,32,0.7901363056469483,0.7133115111838516,0.9346337205398509,0.8437594714190458,2.0423353253206202,1.843759471419046,0.45762990482139626,0.7595999572146753,0.0,2.0,3.0,10,18698
sinusoidal_amp_025,66,20260694,61255,29749,3125,7116,21265,18407,18900,9410,7195,7264,23869,81.51239385371674,49.882875654462175,8196.174002351787,50.78813691860231,3995.600916974658,0.9884224437267094,21.110598970950555,25.227601128589907,14.67576720191743,0.38966614970206515,196.04166666666666,1276.1458333333333,778.875,656.375,125,93,32,14485,91,5545,0,0,0,0,32,0.8023462973545329,0.7260753178803918,0.954015261017177,0.8633266411145586,2.0590608087666813,1.8633266411145586,0.4633254428209942,0.7805726082468626,0.0,2.0,3.0,12,18407
sinusoidal_amp_025,67,20260695,61231,30015,2979,7049,21188,18706,18660,9403,7138,7228,23769,81.04167020390054,49.351716851777915,8292.0689850117,49.308562916893976,3982.6407781444454,0.9903110422538363,20.894528211368083,25.015298760329802,14.41613392159562,0.3881857229181297,195.89583333333334,1275.6458333333333,780.4583333333334,650.3333333333334,126,94,32,14850,95,5422,0,0,0,0,32,0.791904047976012,0.7204037097654119,0.9407629518574047,0.8558222707158878,2.0400133266699982,1.8558222707158878,0.4611552971534027,0.7697530204212553,0.0,2.0,3.0,10,18706
sinusoidal_amp_025,68,20260696,60493,29555,3083,6765,21090,18704,18869,9023,6842,6967,22832,78.85360540269288,47.235170675128096,8317.464614541896,46.408963720919814,3928.9648205347744,0.9880760852364016,20.236934374144848,24.097694486908015,13.883555795095685,0.37743209958176976,187.97916666666666,1260.2708333333333,784.6041666666666,644.5416666666666,129,97,32,14829,81,5400,0,0,0,0,32,0.7725257993571307,0.6995526686684234,0.9424801218068009,0.8534530302101845,2.0467941126712907,1.8534530302101844,0.460466500256228,0.7666274593669803,0.0,2.0,3.0,9,18704
sinusoidal_amp_025,69,20260697,61823,30029,3125,7301,21368,18531,18877,9625,7370,7337,24332,82.91492982815731,51.17170725303489,8191.466529296215,50.47657334783637,4003.6038392094288,0.9919757054725808,21.458384892242492,25.73189047728743,14.88830035643118,0.39357520663830614,200.52083333333334,1287.9791666666667,781.0625,662.375,117,85,32,14534,80,5498,0,0,0,0,32,0.8102833927203703,0.7339084273390842,0.9547104465683173,0.8647222054654039,2.0587765160345,1.8647222054654038,0.4637270918590169,0.7793966866332093,0.0,2.0,3.0,11,18531
sinusoidal_amp_025,70,20260698,60776,29993,3158,6824,20801,18906,18735,9340,6889,6852,23081,79.00980893394106,47.44922903156566,8297.67983685108,46.66265107716146,3899.8507055675705,0.9862681219492155,20.234566517441582,23.921844164606178,14.221273422821655,0.3797716203764644,194.58333333333334,1266.1666666666667,785.3125,641.3125,110,78,32,14868,81,5410,0,0,0,0,32,0.7695462274530723,0.696238424180266,0.9210482445904045,0.8333081958311966,2.026339479211816,1.8333081958311968,0.4545379755166513,0.7459007722416164,0.0,2.0,3.0,14,18906
sinusoidal_amp_025,71,20260699,59965,29731,3076,6575,20583,18862,18624,9032,6639,6731,22402,78.55309623559702,46.88717275412674,8367.233028888817,45.330617093277944,3885.0463534703244,0.9895601087959697,20.272720674483246,23.934902090750512,14.144509141958883,0.37358459101142333,188.16666666666666,1249.2708333333333,782.5625,629.875,108,76,32,14964,69,5399,0,0,0,0,32,0.7534896236251724,0.6828420763861371,0.913457334095725,0.8278111378669186,2.016918368033366,1.8278111378669186,0.4528975235554073,0.7466334429010709,0.0,2.0,3.0,11,18862
sinusoidal_amp_025,72,20260700,60512,29665,3143,6723,20981,18673,18697,9371,6803,6912,23086,80.13486832653432,48.471382330944245,8330.107387172186,46.45298211504746,3941.7637224585237,0.9894839373621682,20.760940103564252,24.495894876851708,14.715056889592486,0.3815111052353252,195.22916666666666,1260.6666666666667,779.7083333333334,642.6458333333334,112,80,32,14595,87,5331,0,0,0,0,32,0.7782234957020058,0.7036698366252133,0.933895162649587,0.8444281882467691,2.039844935108714,1.844428188246769,0.45782654680063456,0.7488887698816473,0.0,2.0,3.0,10,18673
sinusoidal_amp_025,73,20260701,61013,29803,3090,7112,21008,18586,18660,9433,7187,7071,23691,81.39090818382387,49.73188593911718,8352.395949240361,48.69259333447562,3902.9230832137623,0.9893444451471084,21.130539577602654,25.05911048413478,14.954204598720562,0.38829429793650533,196.52083333333334,1271.1041666666667,777.5416666666666,650.2083333333334,122,90,32,14668,89,5381,0,0,0,0,32,0.7949199744992115,0.7202444289058463,0.943529174915277,0.8548931383577053,2.047210012414858,1.8548931383577052,0.46088538508186777,0.7516948240611213,0.0,2.0,3.0,10,18586
sinusoidal_amp_025,74,20260702,60945,29977,3151,6849,20968,18825,18818,9311,6908,6990,23209,79.82008149950788,48.30032008392778,8339.082906088284,47.68201841608544,3952.2390047868807,0.9849925442369013,20.53759037909826,24.241781285007114,14.52971161348461,0.38081877102305356,193.97916666666666,1269.6875,786.1666666666666,645.1666666666666,140,108,32,14855,76,5500,0,0,0,0,32,0.7742269072955933,0.7005856073412219,0.9279447576475298,0.8396824438541415,2.0330586783200455,1.8396824438541415,0.45642792681926325,0.7588313413014608,0.0,2.0,3.0,8,18825
sinusoidal_amp_025,75,20260703,60398,29773,3128,6727,20770,18939,18778,9174,6801,6608,22583,79.072356534588,47.48833568523466,8392.866056189452,45.447630768027985,3869.3531156560734,0.9870006515422965,20.385729251482285,24.1031977683801,14.17699878822076,0.3739031093744826,191.125,1258.2916666666667,787.8125,638.0208333333334,132,100,32,14961,79,5309,0,0,0,0,32,0.7585060289524066,0.6863925108659311,0.9235548987337521,0.8357496732622108,2.028616531756961,1.835749673262211,0.4552634193185205,0.7496171920375944,0.0,2.0,3.0,10,18939
sinusoidal_amp_025,76,20260704,60545,29596,3160,6807,20982,18863,18786,9136,6881,6808,22825,79.16878254117012,47.612444535431585,8368.80619809756,47.24829754960761,3922.757424448433,0.9861355626793281,20.382153853275046,24.065635869784547,14.306385422187796,0.37699231976216036,190.33333333333334,1261.3541666666667,785.8333333333334,644.7708333333334,130,98,32,14864,90,5274,0,0,0,0,32,0.7712190836599541,0.6968189034070094,0.9389444519529666,0.8483636585663695,2.0457156372482768,1.8483636585663694,0.4589809232802048,0.7633992472035201,0.0,2.0,3.0,10,18863
sinusoidal_amp_025,77,20260705,60371,29538,3093,6671,21069,18716,18924,9130,6740,6807,22677,78.99390570111267,47.322227815368876,8247.61034981437,46.832065290190286,3964.0614816276316,0.9897399339295196,20.31913964802459,23.778571544428214,14.577065450351508,0.37562737075748287,190.20833333333334,1257.7291666666667,785.2916666666666,642.3541666666666,103,71,32,14772,76,5302,0,0,0,0,32,0.7677229331708308,0.6949526523857681,0.9391292572279775,0.8501118568232662,2.0438418308619406,1.8501118568232662,0.45949214026602175,0.7581748236802736,0.0,2.0,3.0,9,18716
sinusoidal_amp_025,78,20260706,60214,29605,3095,6631,20883,18825,18592,9025,6676,7030,22731,78.72023159286555,46.99933479052064,8274.426381975603,46.23497172689898,3931.5765188006467,0.9912780250733019,20.229531873955462,24.034015735540237,13.967054523688534,0.3775035705981998,188.02083333333334,1254.4583333333333,780.8958333333334,637.6875,121,89,32,14873,61,5400,0,0,0,0,32,0.7678094916399257,0.6951376146788991,0.9293700388447897,0.8414067278287461,2.0339131903394696,1.8414067278287463,0.4569369249676155,0.7513944223107569,0.0,2.0,3.0,11,18825
sinusoidal_amp_025,79,20260707,60440,29581,3062,6821,20976,18741,18737,9083,6885,6895,22863,79.07926837709216,47.46606527104989,8208.79121523102,46.98404232895038,3926.509917670794,0.9879125970638271,20.34496266064605,24.32698519628179,13.8174623067749,0.37827597617471875,189.22916666666666,1259.1666666666667,782.8541666666666,642.8958333333334,145,113,32,14762,81,5331,0,0,0,0,32,0.7728947635306447,0.700395184266152,0.9396910178831006,0.851545507459486,2.0432034075927117,1.851545507459486,0.45991065519523494,0.7762125820393789,0.0,2.0,3.0,9,18741
sinusoidal_amp_025,80,20260708,60054,29468,3155,6651,20780,18743,18616,9075,6733,6761,22569,78.8724046042415,47.141284280476405,8329.306475393527,46.9865537281021,3876.4060238738844,0.9915975101176145,20.344053988658317,24.039137826510252,14.22683933875527,0.37581176940753325,189.0625,1251.125,780.9375,637.2083333333334,154,122,32,14746,88,5286,0,0,0,0,32,0.7658816343151894,0.6918125249057413,0.9308741685896565,0.840848481132943,2.0379394597529523,1.840848481132943,0.4567722383188464,0.7536146828149176,0.0,2.0,3.0,9,18743
sinusoidal_amp_025,81,20260709,60113,29698,3077,6599,20739,18769,18639,9191,6686,6773,22650,78.91286415839734,47.33810103226835,8310.442489026938,45.30796582494267,3872.484698844313,0.9867113476915156,20.415323754639445,24.08878780943089,14.348350537790074,0.3767903781212051,191.47916666666666,1252.3541666666667,780.4791666666666,633.6458333333334,110,78,32,14874,96,5282,0,0,0,0,32,0.7626776213886457,0.6910755148741419,0.9205333692504546,0.8341113653699466,2.0241430399353493,1.8341113653699466,0.4547768369570642,0.7511321860514678,0.0,2.0,3.0,10,18769
sinusoidal_amp_025,82,20260710,60125,29666,3079,6680,20700,18776,18608,9115,6745,6802,22662,78.70837347136104,47.129378250260096,8289.26076196915,46.596721894712566,3873.153007443905,0.9868436006593955,20.316894961365616,23.885650676798488,14.429755094374956,0.3769147609147609,189.89583333333334,1252.6041666666667,780.4791666666666,634.5625,124,92,32,14875,76,5342,0,0,0,0,32,0.7639048068495922,0.692075125973431,0.9229420885862604,0.8361581920903954,2.0267309377738827,1.8361581920903955,0.4553846153846154,0.7563911376224968,0.0,2.0,3.0,10,18776
sinusoidal_amp_025,83,20260711,61036,30033,3090,6997,20916,18732,18607,9474,7061,7070,23605,80.8133652154175,49.17120710901994,8361.424316381712,48.02091620719287,3909.6474425042147,0.9888174408249618,20.877253575734425,24.844738539526585,14.601383164252306,0.3867389737204273,197.375,1271.5833333333333,779.8125,645.8958333333334,129,97,32,14821,76,5424,0,0,0,0,32,0.7859687676888756,0.7126468013163059,0.9294109812539539,0.8427074842254627,2.0322978057470116,1.8427074842254627,0.45732027000458747,0.7580076873798847,0.0,2.0,3.0,10,18732
sinusoidal_amp_025,84,20260712,61479,30063,3062,7140,21214,18674,18852,9564,7225,7098,23887,81.38408405430935,49.69207895234789,8333.393584061096,50.52010272480391,3987.878079106424,0.9903751594363027,20.95279438314172,25.053592887984795,14.510521820963918,0.3885391759787895,199.25,1280.8125,783.1666666666666,654.5,116,84,32,14725,88,5424,0,0,0,0,32,0.7945647473638692,0.7211169811320755,0.943152712636796,0.8559698113207547,2.0450054884742044,1.8559698113207548,0.46119813269571724,0.758755488915069,0.0,2.0,3.0,8,18674
sinusoidal_amp_025,85,20260713,60747,29649,3075,6913,21110,18783,18812,9076,6985,7029,23090,79.88491833420721,48.279458020600224,8302.425316250787,47.61882007735,3954.7739717721797,0.9876706348002525,20.60392860790306,24.250401944615515,14.666762514628719,0.3801010749502033,189.08333333333334,1265.5625,784.5208333333334,647.875,104,72,32,14839,78,5408,0,0,0,0,32,0.778778373638234,0.7055983376115389,0.9451583527269047,0.8563439677301063,2.0488718000607102,1.8563439677301063,0.4613067311966023,0.7656923814087206,0.0,2.0,3.0,10,18783
sinusoidal_amp_025,86,20260714,61837,30123,3144,7233,21337,18719,18924,9574,7312,7237,24123,82.11440980744716,50.483274805314096,8259.37235576264,49.50519592128876,4003.879327062352,0.9884729688166437,21.16255071135873,25.29556681972878,14.713140382321138,0.39010624706890695,199.45833333333334,1288.2708333333333,785.7083333333334,660.7083333333334,112,80,32,14706,82,5489,0,0,0,0,32,0.8008166517279155,0.7251330146992515,0.9484447100222422,0.8588090299696396,2.0528167845168146,1.8588090299696396,0.46202112004139917,0.7669213098990331,0.0,2.0,3.0,12,18719
sinusoidal_amp_025,87,20260715,60719,29808,3115,6768,21028,18755,18814,9233,6826,7020,23079,79.8611969616887,48.28000106289412,8379.899865390924,47.65773974707903,3938.0073836805823,0.9869123718373333,20.61212081662873,24.41433642166092,14.422708880866598,0.38009519260857394,192.35416666666666,1264.9791666666667,784.1666666666666,643.9791666666666,116,84,32,14806,72,5424,0,0,0,0,32,0.774255233494364,0.7009993014002369,0.9325013419216318,0.8442730006378519,2.0370034889962425,1.844273000637852,0.45778092524580444,0.7605438549720075,0.0,2.0,3.0,10,18755
sinusoidal_amp_025,88,20260716,61393,29985,3114,7154,21140,18564,18533,9719,7224,7276,24219,81.49162877879728,49.8736561689945,8247.06665827754,49.18048507058207,3925.7490217128593,0.9880616440563653,21.06445557226354,25.209169801510193,14.71586711847258,0.39449122864170183,202.47916666666666,1279.0208333333333,774.4583333333334,654.3333333333334,114,82,32,14653,80,5376,0,0,0,0,32,0.807703851925963,0.7317139490619052,0.9436051359012839,0.854829451040817,2.0474570618642653,1.854829451040817,0.46086687407359145,0.7591575091575091,0.0,2.0,3.0,11,18564
sinusoidal_amp_025,89,20260717,60242,29758,3134,6640,20710,18862,18756,9015,6720,6787,22522,78.17334630532355,46.53122892822706,8381.269134775474,45.86729751935258,3928.9643171020775,0.9888161680342936,20.012186872589773,23.613063913005455,13.997721349707394,0.37385876962916237,187.8125,1255.0416666666667,785.8333333333334,635.0833333333334,147,115,32,14874,91,5489,0,0,0,0,32,0.7568384972108341,0.6847257691839961,0.9190805833725385,0.8315091815639061,2.024396800860273,1.8315091815639062,0.454002191162312,0.7388930124058954,0.0,2.0,3.0,11,18862
sinusoidal_amp_025,90,20260718,60973,29984,3029,7017,20943,18684,18731,9384,7090,7014,23488,80.47188466441428,48.758692153113564,8268.945135087886,48.456356428149896,3967.1679671019297,0.9910372659781047,20.72706839066756,24.72478474552553,14.35894179764086,0.38521968740262086,195.5,1270.2708333333333,780.9375,645.6041666666666,128,96,32,14780,79,5484,0,0,0,0,32,0.7833511205976521,0.7114772968224639,0.9324973319103522,0.8469390846030351,2.0335178762006403,1.8469390846030351,0.4585636265232152,0.76252408477842,0.0,2.0,3.0,12,18684
sinusoidal_amp_025,91,20260719,61130,29857,3100,6888,21285,18765,18820,9345,6950,7185,23480,80.79983244425289,49.10598413815594,8330.669704331622,48.02651440092603,3963.788655796739,0.9904327595655507,20.826114307578205,24.84539670992162,14.39235242120354,0.38409946016685753,194.6875,1273.5416666666667,784.375,651.5208333333334,112,80,32,14861,73,5367,0,0,0,0,32,0.7864152460059618,0.7124434869678672,0.9435978162574941,0.8548411566586764,2.047426064239542,1.8548411566586764,0.4608702764600033,0.7698907540634159,0.0,2.0,3.0,9,18765
sinusoidal_amp_025,92,20260720,61064,30000,3126,6930,21008,18624,18846,9440,7003,7098,23541,80.68309478147161,48.9800850623462,8252.835679573805,47.797518872154676,3966.910407872309,0.9907190537226575,20.789713612771013,24.89826649340169,14.250166591096846,0.3855135595440849,196.66666666666666,1272.1666666666667,781.7291666666666,647.1666666666666,111,79,32,14671,80,5596,0,0,0,0,32,0.7847,0.7106502445209201,0.9312666666666667,0.8433858600495079,2.0354666666666668,1.8433858600495079,0.457519979038386,0.7533290378006873,0.0,2.0,3.0,12,18624
sinusoidal_amp_025,93,20260721,60602,29832,3082,6814,20874,18920,18658,9139,6886,6904,22929,79.50398629884604,47.836811399862206,8390.014250369219,46.86004729135961,3943.2644509738584,0.9895992155932483,20.465891734754607,24.320016464555604,14.14942354615232,0.37835384970793046,190.39583333333334,1262.5416666666667,784.8541666666666,641.0416666666666,130,98,32,14955,84,5354,0,0,0,0,32,0.7686041834271923,0.696633651333779,0.9281308661839636,0.8412225800571186,2.031442746044516,1.8412225800571185,0.45688261113494605,0.7564482029598308,0.0,2.0,3.0,10,18920
sinusoidal_amp_025,94,20260722,60509,29548,3125,6965,20871,18614,18523,9206,7030,7073,23309,80.44336166978573,48.743982936622245,8265.154193145469,48.5501858644509,3936.5257280777837,0.9906055854113651,20.8834430124283,24.884408013267425,14.508916553285374,0.3852154224991324,191.79166666666666,1260.6041666666667,775.0,645.0208333333334,103,71,32,14699,81,5401,0,0,0,0,32,0.7888520373629349,0.7134025035962416,0.942060376336808,0.8519572735898142,2.047820495465006,1.8519572735898142,0.46003073922887505,0.7689910819813044,0.0,2.0,3.0,9,18614
sinusoidal_amp_025,95,20260723,61075,29884,3072,7044,21075,18601,18849,9477,7118,6931,23526,80.95817966817093,49.238232483212045,8274.840125531864,48.67127571643587,3982.6115546875385,0.991248349529921,20.899937569232815,24.99786435141001,14.376628974803857,0.3851985264019648,197.4375,1272.3958333333333,782.2708333333334,649.8125,132,100,32,14694,79,5405,0,0,0,0,32,0.7872440101726677,0.7138609054496905,0.9409382947396601,0.8532285471537808,2.043735778342926,1.8532285471537808,0.46040114613180516,0.7640987043707328,0.0,2.0,3.0,9,18601
