metric,light_mean,light_std,fluid_value,difference,percent_difference
Q,155.15453428561713,2.6438159253722513,154.8128880837785,0.3416462018386426,0.22068330748649134
B,55127.90054514005,64.74670812145429,55132.59639287037,-4.695847730319656,-0.008517370915850633
RS,102.39919684329219,3.963785965154795,102.81288808377847,-0.4136912404862869,-0.4023729400045498
RL,8548.66115681181,47.758030839880064,8545.81099196065,2.8501648511592066,0.03335160178291397
