simulator,metric,many_replications_mean,many_replications_std,one_long_replication_value,difference,percent_difference
light,mean_Q,7.86012796834334,0.26625663940120453,7.856074367280551,-0.0040536010627887364,-0.051571692968799134
light,mean_B,26.067588791778654,0.7293753293752042,25.457203802190154,-0.6103849895884998,-2.341547561088606
light,mean_RS,3.9304335616577055,0.3154567391974264,4.038555909473762,0.10812234781605623,2.7509012967631588
light,mean_RL,23.416033972792857,1.2470958923758078,23.25447081563912,-0.16156315715373637,-0.6899680677840533
full,mean_Q,7.832080660883448,0.3400839356174227,7.944583881833102,0.11250322094965437,1.4364410406488863
full,mean_B,25.716363135336614,0.8270559054228148,25.73912318683298,0.022760051496366174,0.08850416124779246
full,mean_RS,3.939371782586569,0.38186398454487314,4.133059662268684,0.19368787968211487,4.916719984091994
full,mean_RL,23.353990602236543,1.3180207174593581,23.841467767740173,0.4874771655036305,2.0873399060841717
